,LLAVEMOD,SEXO,SEXO_HM,EDAD_V,NIV,NIVED_T,REGION,REGION_T,TLOC,p461,p462,p463,p464,p465,p466,p461_t,p462_t,p463_t,p464_t,p465_t,p466_t,t46_calif
1169,115004101,2,F,64,3,Basic,2,Northeast,1,1,1,2,3,3,2,Always,Always,Sometimes,Never,Never,Sometimes,7.5
1170,115116103,1,M,25,3,Basic,2,Northeast,4,2,1,2,1,2,2,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,8.333333333333334
1171,115204103,2,F,19,6,high School,3,Bajío,4,2,1,1,2,2,2,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,7.5
1172,115304102,2,F,37,2,Basic,1,Northwest,4,1,2,2,3,2,2,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,7.5
1173,115408102,2,F,35,5,Basic,5,South/East,2,1,1,1,1,1,2,Always,Always,Always,Always,Always,Sometimes,8.75
1174,115501102,2,F,25,6,high School,3,Bajío,3,1,1,3,1,3,1,Always,Always,Never,Always,Never,Always,9.166666666666666
1175,115603104,2,F,45,8,Undergraduate,3,Bajío,1,1,1,1,1,3,2,Always,Always,Always,Always,Never,Sometimes,7.916666666666666
1176,115702101,2,F,70,8,Undergraduate,1,Northwest,1,1,1,3,3,3,1,Always,Always,Never,Never,Never,Always,8.333333333333334
1177,115802103,1,M,22,8,Undergraduate,1,Northwest,1,1,1,2,1,2,2,Always,Always,Sometimes,Always,Sometimes,Sometimes,8.75
1178,115904101,2,F,24,6,high School,3,Bajío,1,1,1,2,3,2,3,Always,Always,Sometimes,Never,Sometimes,Never,7.5
1179,116020101,2,F,40,0,No studies,6,South,4,1,1,2,1,3,2,Always,Always,Sometimes,Always,Never,Sometimes,8.333333333333334
1180,116120105,2,F,19,6,high School,3,Bajío,4,1,1,3,2,3,1,Always,Always,Never,Sometimes,Never,Always,8.75
1181,116207102,1,M,20,3,Basic,5,South/East,4,1,1,1,1,3,2,Always,Always,Always,Always,Never,Sometimes,7.916666666666666
1182,116305102,2,F,48,3,Basic,1,Northwest,3,2,2,2,2,3,2,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,7.083333333333333
1183,116402102,2,F,38,8,Undergraduate,4,CDMX,1,1,1,2,1,3,1,Always,Always,Sometimes,Always,Never,Always,8.75
1184,116508101,1,M,20,2,Basic,6,South,4,1,2,2,3,1,2,Always,Sometimes,Sometimes,Never,Always,Sometimes,7.916666666666666
1185,116603102,2,F,37,2,Basic,6,South,1,2,1,1,3,3,2,Sometimes,Always,Always,Never,Never,Sometimes,6.666666666666666
1186,116718103,2,F,20,6,high School,6,South,4,2,1,2,2,2,2,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,7.916666666666666
1187,116803101,2,F,39,2,Basic,6,South,1,1,1,2,2,1,2,Always,Always,Sometimes,Sometimes,Always,Sometimes,8.75
1188,116915102,2,F,57,3,Basic,2,Northeast,3,1,1,2,1,1,2,Always,Always,Sometimes,Always,Always,Sometimes,9.166666666666666
1189,117001101,2,F,27,8,Undergraduate,4,CDMX,1,1,1,2,1,2,1,Always,Always,Sometimes,Always,Sometimes,Always,9.166666666666666
1190,117107101,1,M,36,3,Basic,6,South,3,1,2,2,1,3,2,Always,Sometimes,Sometimes,Always,Never,Sometimes,7.916666666666666
1191,117203101,2,F,29,6,high School,3,Bajío,1,1,1,1,1,2,2,Always,Always,Always,Always,Sometimes,Sometimes,8.333333333333334
1192,117304102,2,F,57,2,Basic,6,South,4,1,1,2,1,1,3,Always,Always,Sometimes,Always,Always,Never,8.75
1193,117401102,2,F,50,6,high School,5,South/East,1,1,2,3,2,3,3,Always,Sometimes,Never,Sometimes,Never,Never,7.5
1194,117502102,2,F,38,3,Basic,4,CDMX,1,1,1,3,1,3,3,Always,Always,Never,Always,Never,Never,8.333333333333334
1195,117601101,1,M,43,8,Undergraduate,2,Northeast,1,2,2,2,1,1,2,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,8.333333333333334
1196,117720103,2,F,19,8,Undergraduate,2,Northeast,4,1,1,2,1,2,2,Always,Always,Sometimes,Always,Sometimes,Sometimes,8.75
1197,117815102,2,F,52,2,Basic,2,Northeast,2,2,1,3,2,2,3,Sometimes,Always,Never,Sometimes,Sometimes,Never,7.916666666666666
1198,117904101,1,M,68,3,Basic,2,Northeast,1,2,2,2,2,2,3,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,7.083333333333333
1199,118005103,2,F,21,8,Undergraduate,5,South/East,2,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
1200,118104102,2,F,65,6,high School,3,Bajío,1,1,1,3,3,3,3,Always,Always,Never,Never,Never,Never,7.5
1201,118210102,2,F,69,2,Basic,2,Northeast,4,1,1,3,1,1,2,Always,Always,Never,Always,Always,Sometimes,9.583333333333334
1202,118302101,2,F,77,5,Basic,4,CDMX,1,1,1,3,1,3,2,Always,Always,Never,Always,Never,Sometimes,8.75
1203,118401102,2,F,52,3,Basic,3,Bajío,1,3,1,2,3,2,2,Never,Always,Sometimes,Never,Sometimes,Sometimes,7.083333333333333
1204,118503102,2,F,55,8,Undergraduate,6,South,1,1,1,2,2,2,3,Always,Always,Sometimes,Sometimes,Sometimes,Never,7.916666666666666
1205,118604101,2,F,40,2,Basic,5,South/East,1,1,1,2,2,2,3,Always,Always,Sometimes,Sometimes,Sometimes,Never,7.916666666666666
1206,118703101,1,M,21,8,Undergraduate,6,South,2,2,1,2,2,2,2,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,7.916666666666666
1207,118802103,2,F,19,6,high School,5,South/East,3,1,1,1,1,3,1,Always,Always,Always,Always,Never,Always,8.333333333333334
1208,118904102,2,F,32,8,Undergraduate,6,South,1,2,1,1,2,3,2,Sometimes,Always,Always,Sometimes,Never,Sometimes,7.083333333333333
1209,119001103,1,M,32,8,Undergraduate,4,CDMX,1,1,1,3,1,3,3,Always,Always,Never,Always,Never,Never,8.333333333333334
1211,119204102,1,M,48,3,Basic,3,Bajío,1,1,1,2,2,1,3,Always,Always,Sometimes,Sometimes,Always,Never,8.333333333333334
1212,119305101,1,M,31,2,Basic,1,Northwest,3,1,1,2,2,2,3,Always,Always,Sometimes,Sometimes,Sometimes,Never,7.916666666666666
1214,119504102,2,F,36,3,Basic,3,Bajío,1,2,1,1,2,2,2,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,7.5
1215,119605101,1,M,63,8,Undergraduate,4,CDMX,1,1,1,2,1,3,2,Always,Always,Sometimes,Always,Never,Sometimes,8.333333333333334
1216,119704101,2,F,40,2,Basic,6,South,4,1,1,1,1,1,2,Always,Always,Always,Always,Always,Sometimes,8.75
1217,119808105,2,F,18,6,high School,5,South/East,3,1,1,1,3,2,1,Always,Always,Always,Never,Sometimes,Always,7.916666666666666
1218,119903101,2,F,63,8,Undergraduate,3,Bajío,1,1,1,3,2,2,3,Always,Always,Never,Sometimes,Sometimes,Never,8.333333333333334
1219,120005102,2,F,66,8,Undergraduate,1,Northwest,4,1,1,2,1,3,2,Always,Always,Sometimes,Always,Never,Sometimes,8.333333333333334
1220,120101101,1,M,26,3,Basic,2,Northeast,1,2,1,2,3,2,2,Sometimes,Always,Sometimes,Never,Sometimes,Sometimes,7.5
1221,120205101,2,F,53,3,Basic,1,Northwest,1,2,2,2,3,3,3,Sometimes,Sometimes,Sometimes,Never,Never,Never,6.25
1222,120304101,1,M,55,8,Undergraduate,1,Northwest,1,1,1,2,1,3,2,Always,Always,Sometimes,Always,Never,Sometimes,8.333333333333334
1223,120414101,2,F,84,2,Basic,3,Bajío,2,1,1,2,2,3,2,Always,Always,Sometimes,Sometimes,Never,Sometimes,7.916666666666666
1224,120504101,1,M,20,3,Basic,2,Northeast,1,2,2,2,2,1,2,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,7.916666666666666
1225,120608102,2,F,65,5,Basic,1,Northwest,3,1,1,3,2,2,3,Always,Always,Never,Sometimes,Sometimes,Never,8.333333333333334
1226,120703101,1,M,78,2,Basic,2,Northeast,1,2,1,2,2,2,3,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,7.5
1227,120811102,2,F,18,2,Basic,3,Bajío,4,1,1,3,1,3,2,Always,Always,Never,Always,Never,Sometimes,8.75
1228,120901103,1,M,23,8,Undergraduate,2,Northeast,1,2,2,2,2,2,3,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,7.083333333333333
1229,121003102,2,F,87,8,Undergraduate,1,Northwest,1,2,2,2,2,3,2,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,7.083333333333333
1230,121120102,2,F,27,3,Basic,3,Bajío,4,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
1231,121204102,2,F,55,6,high School,5,South/East,1,1,1,2,3,1,2,Always,Always,Sometimes,Never,Always,Sometimes,8.333333333333334
1232,121320103,1,M,19,8,Undergraduate,6,South,4,1,3,2,1,2,2,Always,Never,Sometimes,Always,Sometimes,Sometimes,7.916666666666666
1233,121419103,2,F,39,6,high School,3,Bajío,3,1,1,2,1,2,2,Always,Always,Sometimes,Always,Sometimes,Sometimes,8.75
1234,121502103,2,F,30,3,Basic,3,Bajío,4,1,1,3,1,2,2,Always,Always,Never,Always,Sometimes,Sometimes,9.166666666666666
1235,121602103,1,M,32,6,high School,5,South/East,2,1,2,2,1,2,2,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,8.333333333333334
1236,121715103,1,M,36,3,Basic,6,South,2,1,1,1,2,3,1,Always,Always,Always,Sometimes,Never,Always,7.916666666666666
1237,121803101,2,F,75,8,Undergraduate,5,South/East,1,1,1,2,3,3,2,Always,Always,Sometimes,Never,Never,Sometimes,7.5
1238,121915104,1,M,25,3,Basic,5,South/East,4,2,2,1,1,2,1,Sometimes,Sometimes,Always,Always,Sometimes,Always,7.916666666666666
1239,122004101,1,M,38,2,Basic,3,Bajío,1,2,3,2,2,2,3,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,6.666666666666666
1240,122104102,2,F,48,3,Basic,3,Bajío,1,2,1,3,3,1,3,Sometimes,Always,Never,Never,Always,Never,7.916666666666666
1241,122207104,2,F,19,2,Basic,3,Bajío,2,1,1,3,1,3,3,Always,Always,Never,Always,Never,Never,8.333333333333334
1242,122319102,2,F,63,0,No studies,3,Bajío,3,2,1,3,3,3,3,Sometimes,Always,Never,Never,Never,Never,7.083333333333333
1243,122406102,2,F,46,0,No studies,6,South,4,2,1,2,3,2,3,Sometimes,Always,Sometimes,Never,Sometimes,Never,7.083333333333333
1244,122505102,2,F,30,8,Undergraduate,1,Northwest,1,3,2,2,2,2,3,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,6.666666666666666
1245,122617104,1,M,22,8,Undergraduate,3,Bajío,4,1,1,3,3,1,3,Always,Always,Never,Never,Always,Never,8.333333333333334
1246,122720105,1,M,36,3,Basic,5,South/East,4,1,1,1,3,3,2,Always,Always,Always,Never,Never,Sometimes,7.083333333333333
1248,122906102,2,F,29,3,Basic,6,South,2,1,1,3,2,1,3,Always,Always,Never,Sometimes,Always,Never,8.75
1249,123001101,2,F,80,2,Basic,2,Northeast,3,1,1,3,3,3,3,Always,Always,Never,Never,Never,Never,7.5
1250,123101101,1,M,23,6,high School,1,Northwest,1,1,2,2,1,3,2,Always,Sometimes,Sometimes,Always,Never,Sometimes,7.916666666666666
1251,123205101,1,M,56,3,Basic,5,South/East,3,1,1,1,1,3,2,Always,Always,Always,Always,Never,Sometimes,7.916666666666666
1252,123305101,1,M,33,2,Basic,2,Northeast,1,2,2,1,2,1,3,Sometimes,Sometimes,Always,Sometimes,Always,Never,7.083333333333333
1253,123401102,2,F,56,8,Undergraduate,6,South,4,1,2,3,3,1,3,Always,Sometimes,Never,Never,Always,Never,7.916666666666666
1254,123501101,1,M,34,8,Undergraduate,3,Bajío,1,2,1,2,2,3,2,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,7.5
1255,123605104,1,M,25,6,high School,5,South/East,3,2,1,2,2,2,3,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,7.5
1256,123605201,1,M,38,3,Basic,5,South/East,3,1,1,2,1,1,3,Always,Always,Sometimes,Always,Always,Never,8.75
1257,123705102,1,M,40,8,Undergraduate,6,South,1,1,2,1,2,1,3,Always,Sometimes,Always,Sometimes,Always,Never,7.5
1258,123802101,1,M,36,2,Basic,5,South/East,1,1,1,3,2,2,3,Always,Always,Never,Sometimes,Sometimes,Never,8.333333333333334
1259,123909101,1,M,74,2,Basic,2,Northeast,4,1,1,2,1,1,2,Always,Always,Sometimes,Always,Always,Sometimes,9.166666666666666
1260,124010101,1,M,35,8,Undergraduate,1,Northwest,2,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
1261,124111101,1,M,26,6,high School,1,Northwest,4,2,2,2,2,2,2,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,7.5
1262,124202102,2,F,50,7,high School,3,Bajío,1,1,1,1,2,2,3,Always,Always,Always,Sometimes,Sometimes,Never,7.5
1263,124307104,2,F,21,6,high School,2,Northeast,2,1,1,2,1,1,2,Always,Always,Sometimes,Always,Always,Sometimes,9.166666666666666
1264,124404104,2,F,18,6,high School,1,Northwest,4,1,1,3,2,3,2,Always,Always,Never,Sometimes,Never,Sometimes,8.333333333333334
1265,124503101,1,M,30,3,Basic,2,Northeast,4,3,2,1,2,3,3,Never,Sometimes,Always,Sometimes,Never,Never,5.833333333333333
1266,124604102,2,F,23,8,Undergraduate,4,CDMX,1,1,1,1,1,2,2,Always,Always,Always,Always,Sometimes,Sometimes,8.333333333333334
1267,124720101,1,M,66,8,Undergraduate,6,South,2,2,3,1,3,3,1,Sometimes,Never,Always,Never,Never,Always,6.25
1268,124805102,2,F,37,2,Basic,6,South,2,1,1,2,1,3,2,Always,Always,Sometimes,Always,Never,Sometimes,8.333333333333334
1269,124904101,2,F,71,2,Basic,1,Northwest,1,2,1,1,3,3,3,Sometimes,Always,Always,Never,Never,Never,6.25
1270,125016102,2,F,42,2,Basic,6,South,4,1,1,2,1,1,3,Always,Always,Sometimes,Always,Always,Never,8.75
1272,125112102,2,F,61,8,Undergraduate,1,Northwest,4,1,1,2,1,3,1,Always,Always,Sometimes,Always,Never,Always,8.75
1273,125205102,1,M,23,8,Undergraduate,5,South/East,1,1,1,2,1,2,1,Always,Always,Sometimes,Always,Sometimes,Always,9.166666666666666
1274,125302102,2,F,34,6,high School,3,Bajío,3,3,1,2,2,2,3,Never,Always,Sometimes,Sometimes,Sometimes,Never,7.083333333333333
1275,125413101,1,M,43,2,Basic,3,Bajío,4,2,2,2,2,1,3,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,7.5
1276,125507102,2,F,67,0,No studies,2,Northeast,4,1,1,3,1,1,3,Always,Always,Never,Always,Always,Never,9.166666666666666
1277,125601101,2,F,67,3,Basic,5,South/East,4,1,1,2,1,3,1,Always,Always,Sometimes,Always,Never,Always,8.75
1278,125704102,1,M,30,7,high School,4,CDMX,1,1,1,3,1,2,1,Always,Always,Never,Always,Sometimes,Always,9.583333333333334
1279,125810110,2,F,37,6,high School,3,Bajío,2,1,2,1,1,1,2,Always,Sometimes,Always,Always,Always,Sometimes,8.333333333333334
1280,125903102,2,F,47,8,Undergraduate,2,Northeast,1,1,2,2,1,1,2,Always,Sometimes,Sometimes,Always,Always,Sometimes,8.75
1281,126002101,2,F,26,6,high School,2,Northeast,4,1,1,3,1,2,2,Always,Always,Never,Always,Sometimes,Sometimes,9.166666666666666
1282,126119103,2,F,43,2,Basic,3,Bajío,4,1,1,1,1,1,3,Always,Always,Always,Always,Always,Never,8.333333333333334
1283,126203101,2,F,67,5,Basic,5,South/East,1,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
1284,126303101,2,F,66,2,Basic,5,South/East,4,1,1,1,3,1,3,Always,Always,Always,Never,Always,Never,7.5
1285,126403101,2,F,82,0,No studies,2,Northeast,1,2,1,2,3,3,3,Sometimes,Always,Sometimes,Never,Never,Never,6.666666666666666
1286,126505101,1,M,51,6,high School,5,South/East,4,1,1,2,1,3,1,Always,Always,Sometimes,Always,Never,Always,8.75
1287,126604102,2,F,32,6,high School,2,Northeast,1,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
1288,126701101,2,F,70,6,high School,2,Northeast,1,1,1,3,1,2,2,Always,Always,Never,Always,Sometimes,Sometimes,9.166666666666666
1289,126804101,1,M,31,8,Undergraduate,6,South,4,1,1,2,1,2,1,Always,Always,Sometimes,Always,Sometimes,Always,9.166666666666666
1290,126902102,1,M,28,10,Graduate,2,Northeast,1,1,1,3,1,3,1,Always,Always,Never,Always,Never,Always,9.166666666666666
1292,127105102,2,F,35,3,Basic,1,Northwest,1,1,1,3,1,1,2,Always,Always,Never,Always,Always,Sometimes,9.583333333333334
1293,127201102,2,F,33,8,Undergraduate,2,Northeast,1,1,1,3,1,2,2,Always,Always,Never,Always,Sometimes,Sometimes,9.166666666666666
1294,127303102,2,F,59,6,high School,6,South,1,2,1,1,1,2,2,Sometimes,Always,Always,Always,Sometimes,Sometimes,7.916666666666666
1295,127418101,1,M,56,3,Basic,3,Bajío,2,1,1,2,2,3,2,Always,Always,Sometimes,Sometimes,Never,Sometimes,7.916666666666666
1296,127508102,2,F,27,3,Basic,6,South,4,1,1,2,1,2,2,Always,Always,Sometimes,Always,Sometimes,Sometimes,8.75
1297,127613101,1,M,70,2,Basic,2,Northeast,4,2,1,2,3,3,1,Sometimes,Always,Sometimes,Never,Never,Always,7.5
1298,127714101,1,M,67,2,Basic,6,South,2,1,1,3,2,3,3,Always,Always,Never,Sometimes,Never,Never,7.916666666666666
1299,127804102,1,M,31,7,high School,1,Northwest,1,1,1,3,1,3,2,Always,Always,Never,Always,Never,Sometimes,8.75
1300,127914101,1,M,62,3,Basic,1,Northwest,4,2,1,1,3,3,2,Sometimes,Always,Always,Never,Never,Sometimes,6.666666666666666
1301,128008101,1,M,39,8,Undergraduate,3,Bajío,3,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
1302,128104101,1,M,36,6,high School,3,Bajío,1,2,1,3,1,2,1,Sometimes,Always,Never,Always,Sometimes,Always,9.166666666666666
1304,128301103,2,F,27,8,Undergraduate,1,Northwest,1,2,1,2,2,1,2,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,8.333333333333334
1305,128418101,2,F,62,6,high School,5,South/East,3,1,1,3,1,3,2,Always,Always,Never,Always,Never,Sometimes,8.75
1306,128507103,1,M,21,6,high School,1,Northwest,3,1,1,1,1,3,1,Always,Always,Always,Always,Never,Always,8.333333333333334
1307,128603102,2,F,65,3,Basic,5,South/East,2,1,1,3,1,2,2,Always,Always,Never,Always,Sometimes,Sometimes,9.166666666666666
1308,128712102,2,F,32,2,Basic,3,Bajío,4,1,1,2,3,2,3,Always,Always,Sometimes,Never,Sometimes,Never,7.5
1310,128902101,2,F,24,3,Basic,1,Northwest,2,1,2,1,3,1,3,Always,Sometimes,Always,Never,Always,Never,7.083333333333333
1311,129004102,2,F,47,5,Basic,2,Northeast,1,1,1,2,1,2,2,Always,Always,Sometimes,Always,Sometimes,Sometimes,8.75
1312,129101101,1,M,67,8,Undergraduate,6,South,1,1,1,1,1,3,2,Always,Always,Always,Always,Never,Sometimes,7.916666666666666
1313,129205101,1,M,48,6,high School,3,Bajío,1,1,1,3,1,1,2,Always,Always,Never,Always,Always,Sometimes,9.583333333333334
1314,129303101,1,M,31,8,Undergraduate,4,CDMX,1,1,1,2,1,2,2,Always,Always,Sometimes,Always,Sometimes,Sometimes,8.75
1315,129404102,2,F,28,3,Basic,1,Northwest,1,1,1,1,1,2,2,Always,Always,Always,Always,Sometimes,Sometimes,8.333333333333334
1316,129502102,2,F,39,2,Basic,1,Northwest,1,1,2,2,1,1,2,Always,Sometimes,Sometimes,Always,Always,Sometimes,8.75
1317,129618101,1,M,57,2,Basic,3,Bajío,2,1,1,1,3,2,3,Always,Always,Always,Never,Sometimes,Never,7.083333333333333
1318,129704102,2,F,30,3,Basic,2,Northeast,2,1,1,3,3,3,3,Always,Always,Never,Never,Never,Never,7.5
1319,129818103,1,M,20,8,Undergraduate,1,Northwest,3,1,1,2,2,3,2,Always,Always,Sometimes,Sometimes,Never,Sometimes,7.916666666666666
1320,129912101,2,F,37,6,high School,3,Bajío,2,1,1,3,2,2,3,Always,Always,Never,Sometimes,Sometimes,Never,8.333333333333334
1321,130005101,2,F,66,3,Basic,5,South/East,1,1,2,2,2,2,2,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,7.916666666666666
1322,130005201,2,F,42,8,Undergraduate,5,South/East,1,1,1,3,1,2,1,Always,Always,Never,Always,Sometimes,Always,9.583333333333334
1323,130104101,1,M,67,2,Basic,6,South,4,1,1,3,1,2,2,Always,Always,Never,Always,Sometimes,Sometimes,9.166666666666666
1324,130203102,1,M,53,3,Basic,1,Northwest,1,1,1,2,2,3,2,Always,Always,Sometimes,Sometimes,Never,Sometimes,7.916666666666666
1325,130305101,2,F,42,3,Basic,2,Northeast,1,1,1,2,1,2,3,Always,Always,Sometimes,Always,Sometimes,Never,8.333333333333334
1326,130404102,1,M,31,6,high School,6,South,3,1,1,3,1,2,1,Always,Always,Never,Always,Sometimes,Always,9.583333333333334
1327,130505101,1,M,50,2,Basic,1,Northwest,1,1,1,3,1,2,2,Always,Always,Never,Always,Sometimes,Sometimes,9.166666666666666
1328,130603101,1,M,53,3,Basic,4,CDMX,1,1,2,2,2,2,3,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,7.5
1329,130719102,1,M,32,3,Basic,6,South,3,2,2,2,1,2,2,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,7.916666666666666
1330,130803101,2,F,62,8,Undergraduate,5,South/East,1,1,1,1,3,1,3,Always,Always,Always,Never,Always,Never,7.5
1331,130902101,1,M,54,6,high School,5,South/East,2,1,1,2,1,1,2,Always,Always,Sometimes,Always,Always,Sometimes,9.166666666666666
1332,131012102,2,F,42,3,Basic,5,South/East,3,2,2,2,2,2,3,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,7.083333333333333
1333,131105102,2,F,31,8,Undergraduate,2,Northeast,1,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
1334,131202101,1,M,50,6,high School,3,Bajío,1,1,1,2,1,3,2,Always,Always,Sometimes,Always,Never,Sometimes,8.333333333333334
1335,131303102,2,F,40,5,Basic,2,Northeast,1,2,2,2,2,2,2,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,7.5
1336,131405103,2,F,19,6,high School,1,Northwest,1,2,1,3,1,2,2,Sometimes,Always,Never,Always,Sometimes,Sometimes,8.75
1337,131502101,1,M,45,2,Basic,4,CDMX,1,1,1,1,1,3,1,Always,Always,Always,Always,Never,Always,8.333333333333334
1338,131602101,1,M,57,6,high School,5,South/East,2,2,1,2,2,1,3,Sometimes,Always,Sometimes,Sometimes,Always,Never,7.916666666666666
1339,131704105,1,M,21,8,Undergraduate,5,South/East,2,1,1,2,2,3,3,Always,Always,Sometimes,Sometimes,Never,Never,7.5
1340,131815102,2,F,36,6,high School,6,South,2,1,1,3,2,2,3,Always,Always,Never,Sometimes,Sometimes,Never,8.333333333333334
1341,131903102,1,M,48,8,Undergraduate,2,Northeast,1,1,1,2,2,3,2,Always,Always,Sometimes,Sometimes,Never,Sometimes,7.916666666666666
1342,132005101,1,M,46,8,Undergraduate,6,South,2,1,1,2,2,1,3,Always,Always,Sometimes,Sometimes,Always,Never,8.333333333333334
1343,132116103,2,F,23,3,Basic,5,South/East,4,1,1,3,1,1,3,Always,Always,Never,Always,Always,Never,9.166666666666666
1344,132208101,1,M,42,2,Basic,6,South,4,1,1,3,1,3,3,Always,Always,Never,Always,Never,Never,8.333333333333334
1345,132304102,2,F,59,10,Graduate,5,South/East,1,1,1,3,1,2,3,Always,Always,Never,Always,Sometimes,Never,8.75
1346,132403103,2,F,28,8,Undergraduate,3,Bajío,1,2,1,2,1,2,2,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,8.333333333333334
1347,132501104,1,M,25,8,Undergraduate,4,CDMX,1,2,1,3,1,3,1,Sometimes,Always,Never,Always,Never,Always,8.75
1348,132602102,2,F,33,3,Basic,3,Bajío,1,1,1,3,1,2,2,Always,Always,Never,Always,Sometimes,Sometimes,9.166666666666666
1349,132708101,2,F,35,3,Basic,3,Bajío,2,1,1,3,1,2,1,Always,Always,Never,Always,Sometimes,Always,9.583333333333334
1350,132801101,2,F,39,8,Undergraduate,5,South/East,3,2,2,2,2,3,2,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,7.083333333333333
1351,132904102,2,F,56,3,Basic,3,Bajío,1,1,1,3,2,2,3,Always,Always,Never,Sometimes,Sometimes,Never,8.333333333333334
1352,133010102,2,F,68,0,No studies,6,South,4,3,1,1,3,3,2,Never,Always,Always,Never,Never,Sometimes,6.25
1353,133113102,2,F,24,6,high School,2,Northeast,4,1,1,3,1,3,2,Always,Always,Never,Always,Never,Sometimes,8.75
1354,133218101,2,F,73,2,Basic,5,South/East,3,1,1,2,3,2,2,Always,Always,Sometimes,Never,Sometimes,Sometimes,7.916666666666666
1355,133302101,1,M,57,6,high School,2,Northeast,1,1,1,2,3,3,1,Always,Always,Sometimes,Never,Never,Always,7.916666666666666
1356,133403102,1,M,22,8,Undergraduate,1,Northwest,1,1,1,2,1,3,1,Always,Always,Sometimes,Always,Never,Always,8.75
