,LLAVEMOD,SEXO,SEXO_HM,EDAD_V,NIV,NIVED_T,REGION,REGION_T,TLOC,p481,p482,p483,p484,p485,p486,p481_t,p482_t,p483_t,p484_t,p485_t,p486_t,t48_calif
6593,650508102,2,M,58,2,Básica,1,Noroeste,4,3,1,1,3,3,3,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,6.666666666666666
6594,650614103,2,M,22,2,Básica,6,Sur,4,1,1,1,1,1,1,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,8.333333333333334
6595,650701102,2,M,20,6,Preparatoria,6,Sur,1,2,1,3,1,2,1,Ninguna,De acuerdo,En desacuerdo,De acuerdo,Ninguna,De acuerdo,7.5
6596,650809103,2,M,20,3,Básica,5,Sur/Oriente,3,1,1,3,1,2,2,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Ninguna,Ninguna,6.666666666666666
6597,650920101,1,H,39,6,Preparatoria,3,Bajío,2,2,1,1,2,2,2,Ninguna,De acuerdo,De acuerdo,Ninguna,Ninguna,Ninguna,7.5
6598,651005101,1,H,47,3,Básica,2,Noreste,1,1,1,3,1,1,2,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Ninguna,7.083333333333333
6599,651105101,2,M,72,0,Sin estudios,6,Sur,2,3,3,3,3,3,3,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,6.666666666666666
6600,651202101,2,M,67,2,Básica,1,Noroeste,4,2,2,2,2,2,2,Ninguna,Ninguna,Ninguna,Ninguna,Ninguna,Ninguna,7.5
6601,651303101,1,H,48,3,Básica,5,Sur/Oriente,3,1,3,2,3,1,3,De acuerdo,En desacuerdo,Ninguna,En desacuerdo,De acuerdo,En desacuerdo,7.083333333333333
6602,651401101,1,H,38,6,Preparatoria,1,Noroeste,4,1,2,3,1,2,1,De acuerdo,Ninguna,En desacuerdo,De acuerdo,Ninguna,De acuerdo,7.5
6603,651514102,1,H,58,3,Básica,6,Sur,3,2,1,1,1,2,2,Ninguna,De acuerdo,De acuerdo,De acuerdo,Ninguna,Ninguna,7.916666666666666
6604,651604101,1,H,50,8,Licenciatura,3,Bajío,1,3,3,1,1,1,1,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,10.0
6605,651718102,2,M,72,0,Sin estudios,6,Sur,2,1,1,1,3,3,1,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,6.666666666666666
6606,651820101,1,H,50,2,Básica,1,Noroeste,2,2,1,2,1,2,2,Ninguna,De acuerdo,Ninguna,De acuerdo,Ninguna,Ninguna,7.5
6607,651906102,2,M,61,3,Básica,5,Sur/Oriente,4,1,1,3,3,3,3,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,5.0
6609,652107102,2,M,49,2,Básica,6,Sur,4,1,1,2,3,3,3,De acuerdo,De acuerdo,Ninguna,En desacuerdo,En desacuerdo,En desacuerdo,5.416666666666666
6610,652205102,2,M,53,2,Básica,1,Noroeste,1,3,3,2,1,1,1,En desacuerdo,En desacuerdo,Ninguna,De acuerdo,De acuerdo,De acuerdo,9.583333333333334
6611,652301102,2,M,61,3,Básica,1,Noroeste,1,1,2,1,1,2,1,De acuerdo,Ninguna,De acuerdo,De acuerdo,Ninguna,De acuerdo,8.333333333333334
6612,652405102,2,M,54,3,Básica,3,Bajío,1,1,1,1,3,2,1,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Ninguna,De acuerdo,7.083333333333333
6613,652505102,2,M,60,3,Básica,2,Noreste,1,1,2,3,1,3,3,De acuerdo,Ninguna,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,6.25
6614,652603101,2,M,63,6,Preparatoria,4,CDMX,1,3,1,3,2,2,2,En desacuerdo,De acuerdo,En desacuerdo,Ninguna,Ninguna,Ninguna,7.083333333333333
6615,652703103,1,H,25,8,Licenciatura,5,Sur/Oriente,2,1,2,3,1,2,1,De acuerdo,Ninguna,En desacuerdo,De acuerdo,Ninguna,De acuerdo,7.5
6616,652803102,2,M,27,8,Licenciatura,1,Noroeste,2,3,2,1,1,1,1,En desacuerdo,Ninguna,De acuerdo,De acuerdo,De acuerdo,De acuerdo,9.583333333333334
6617,652902104,1,H,20,6,Preparatoria,2,Noreste,1,1,2,1,1,2,2,De acuerdo,Ninguna,De acuerdo,De acuerdo,Ninguna,Ninguna,7.916666666666666
6618,653005101,2,M,37,2,Básica,6,Sur,1,3,1,3,2,2,1,En desacuerdo,De acuerdo,En desacuerdo,Ninguna,Ninguna,De acuerdo,7.5
6619,653106101,2,M,73,2,Básica,2,Noreste,4,1,1,2,2,1,1,De acuerdo,De acuerdo,Ninguna,Ninguna,De acuerdo,De acuerdo,7.5
6620,653204102,2,M,34,8,Licenciatura,2,Noreste,1,3,3,1,2,1,2,En desacuerdo,En desacuerdo,De acuerdo,Ninguna,De acuerdo,Ninguna,9.166666666666666
6621,653302102,2,M,38,6,Preparatoria,1,Noroeste,1,3,1,1,3,3,3,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,6.666666666666666
6622,653402101,1,H,47,8,Licenciatura,5,Sur/Oriente,3,3,3,1,1,1,1,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,10.0
6623,653503101,1,H,35,10,Posgrado,2,Noreste,1,2,2,3,2,2,2,Ninguna,Ninguna,En desacuerdo,Ninguna,Ninguna,Ninguna,7.083333333333333
6624,653612103,1,H,24,3,Básica,3,Bajío,4,1,1,3,3,3,3,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,5.0
6626,653817104,2,M,18,0,Sin estudios,6,Sur,3,3,2,1,1,1,1,En desacuerdo,Ninguna,De acuerdo,De acuerdo,De acuerdo,De acuerdo,9.583333333333334
6627,653904102,2,M,56,3,Básica,6,Sur,3,2,1,1,2,1,2,Ninguna,De acuerdo,De acuerdo,Ninguna,De acuerdo,Ninguna,7.916666666666666
6628,654015102,2,M,52,3,Básica,5,Sur/Oriente,4,1,1,1,3,2,3,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Ninguna,En desacuerdo,6.25
6629,654105103,2,M,19,3,Básica,5,Sur/Oriente,1,1,1,1,1,1,1,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,8.333333333333334
6630,654202103,1,H,38,6,Preparatoria,3,Bajío,1,3,1,2,1,1,2,En desacuerdo,De acuerdo,Ninguna,De acuerdo,De acuerdo,Ninguna,8.333333333333334
6631,654304102,2,M,75,2,Básica,3,Bajío,1,1,1,3,1,2,2,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Ninguna,Ninguna,6.666666666666666
6632,654402101,2,M,55,3,Básica,3,Bajío,4,2,2,2,1,1,2,Ninguna,Ninguna,Ninguna,De acuerdo,De acuerdo,Ninguna,8.333333333333334
6633,654505101,1,H,68,2,Básica,1,Noroeste,2,3,2,3,3,2,3,En desacuerdo,Ninguna,En desacuerdo,En desacuerdo,Ninguna,En desacuerdo,6.666666666666666
6634,654605102,2,M,38,8,Licenciatura,2,Noreste,1,3,2,1,1,1,1,En desacuerdo,Ninguna,De acuerdo,De acuerdo,De acuerdo,De acuerdo,9.583333333333334
6635,654701102,2,M,19,8,Licenciatura,1,Noroeste,1,3,3,1,1,1,1,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,10.0
6636,654805102,1,H,19,8,Licenciatura,5,Sur/Oriente,1,1,2,1,1,1,1,De acuerdo,Ninguna,De acuerdo,De acuerdo,De acuerdo,De acuerdo,8.75
6637,654905101,1,H,71,2,Básica,2,Noreste,4,3,1,1,3,1,3,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,7.5
6638,655016101,2,M,27,2,Básica,6,Sur,4,1,1,1,1,1,3,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,7.5
6639,655104102,2,M,33,3,Básica,5,Sur/Oriente,4,1,2,1,1,1,1,De acuerdo,Ninguna,De acuerdo,De acuerdo,De acuerdo,De acuerdo,8.75
6640,655201101,2,M,58,6,Preparatoria,1,Noroeste,1,1,1,1,1,1,1,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,8.333333333333334
6641,655302101,1,H,45,6,Preparatoria,3,Bajío,1,1,1,1,1,1,1,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,8.333333333333334
6642,655404103,2,M,44,8,Licenciatura,4,CDMX,1,3,1,1,2,1,1,En desacuerdo,De acuerdo,De acuerdo,Ninguna,De acuerdo,De acuerdo,8.75
6643,655502101,1,H,40,3,Básica,2,Noreste,2,1,1,3,1,3,3,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,5.833333333333333
6644,655602101,2,M,41,8,Licenciatura,2,Noreste,1,2,2,1,1,1,2,Ninguna,Ninguna,De acuerdo,De acuerdo,De acuerdo,Ninguna,8.75
6645,655704102,2,M,64,8,Licenciatura,2,Noreste,1,3,3,1,3,3,3,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,7.5
6646,655811101,1,H,74,2,Básica,3,Bajío,4,2,1,1,2,1,1,Ninguna,De acuerdo,De acuerdo,Ninguna,De acuerdo,De acuerdo,8.333333333333334
6647,655903103,1,H,24,8,Licenciatura,5,Sur/Oriente,4,3,1,3,2,1,2,En desacuerdo,De acuerdo,En desacuerdo,Ninguna,De acuerdo,Ninguna,7.5
6648,656015101,2,M,20,3,Básica,5,Sur/Oriente,2,3,2,3,1,1,1,En desacuerdo,Ninguna,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,8.75
6649,656101101,1,H,47,3,Básica,2,Noreste,1,3,1,3,3,3,3,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,5.833333333333333
6650,656204101,1,H,48,3,Básica,5,Sur/Oriente,1,1,2,2,2,2,2,De acuerdo,Ninguna,Ninguna,Ninguna,Ninguna,Ninguna,7.083333333333333
6651,656304101,1,H,69,2,Básica,5,Sur/Oriente,1,1,1,1,1,1,2,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,7.916666666666666
6652,656403101,1,H,45,3,Básica,4,CDMX,1,2,2,2,3,3,3,Ninguna,Ninguna,Ninguna,En desacuerdo,En desacuerdo,En desacuerdo,6.25
6654,656601101,1,H,34,8,Licenciatura,4,CDMX,1,3,3,2,1,2,2,En desacuerdo,En desacuerdo,Ninguna,De acuerdo,Ninguna,Ninguna,8.75
6655,656705101,1,H,53,3,Básica,2,Noreste,1,1,1,1,1,2,2,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,Ninguna,7.5
6656,656802102,1,H,41,3,Básica,6,Sur,1,1,3,2,1,1,1,De acuerdo,En desacuerdo,Ninguna,De acuerdo,De acuerdo,De acuerdo,8.75
6657,656905102,1,H,19,6,Preparatoria,6,Sur,1,2,2,1,1,1,1,Ninguna,Ninguna,De acuerdo,De acuerdo,De acuerdo,De acuerdo,9.166666666666666
6658,657002102,2,M,31,5,Básica,2,Noreste,1,3,2,2,1,1,2,En desacuerdo,Ninguna,Ninguna,De acuerdo,De acuerdo,Ninguna,8.75
6659,657101101,1,H,20,6,Preparatoria,4,CDMX,1,1,1,2,3,2,2,De acuerdo,De acuerdo,Ninguna,En desacuerdo,Ninguna,Ninguna,6.25
6660,657203104,2,M,21,8,Licenciatura,3,Bajío,1,2,1,2,2,3,2,Ninguna,De acuerdo,Ninguna,Ninguna,En desacuerdo,Ninguna,6.666666666666666
6661,657312101,2,M,62,2,Básica,6,Sur,4,1,2,3,3,3,3,De acuerdo,Ninguna,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,5.416666666666666
6662,657417101,2,M,36,3,Básica,6,Sur,4,2,2,3,3,3,3,Ninguna,Ninguna,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,5.833333333333333
6663,657516101,1,H,44,2,Básica,5,Sur/Oriente,3,2,2,3,3,3,3,Ninguna,Ninguna,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,5.833333333333333
6664,657601102,2,M,59,3,Básica,2,Noreste,1,2,2,2,3,1,2,Ninguna,Ninguna,Ninguna,En desacuerdo,De acuerdo,Ninguna,7.5
6665,657703101,1,H,75,6,Preparatoria,3,Bajío,1,1,1,1,1,1,2,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,7.916666666666666
6666,657803104,2,M,21,6,Preparatoria,3,Bajío,1,1,3,1,3,1,2,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Ninguna,7.916666666666666
6667,657905101,1,H,45,7,Preparatoria,6,Sur,2,1,2,1,1,1,1,De acuerdo,Ninguna,De acuerdo,De acuerdo,De acuerdo,De acuerdo,8.75
6668,657905201,1,H,69,3,Básica,6,Sur,2,1,1,1,1,3,3,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,6.666666666666666
6669,658017101,1,H,69,2,Básica,2,Noreste,4,1,2,1,1,1,1,De acuerdo,Ninguna,De acuerdo,De acuerdo,De acuerdo,De acuerdo,8.75
6670,658118102,2,M,28,8,Licenciatura,1,Noroeste,2,3,3,1,1,1,3,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,9.166666666666666
6671,658203103,1,H,18,6,Preparatoria,3,Bajío,4,2,2,3,3,1,2,Ninguna,Ninguna,En desacuerdo,En desacuerdo,De acuerdo,Ninguna,7.083333333333333
6672,658309102,2,M,46,3,Básica,3,Bajío,2,3,3,3,3,3,3,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,6.666666666666666
6673,658405102,1,H,58,2,Básica,1,Noroeste,1,1,1,3,3,2,2,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ninguna,Ninguna,5.833333333333333
6674,658517102,2,M,27,3,Básica,3,Bajío,3,1,1,1,1,2,1,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,De acuerdo,7.916666666666666
6675,658603102,2,M,59,6,Preparatoria,1,Noroeste,1,1,1,1,1,3,3,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,6.666666666666666
6676,658709201,1,H,40,2,Básica,5,Sur/Oriente,3,1,2,3,2,1,1,De acuerdo,Ninguna,En desacuerdo,Ninguna,De acuerdo,De acuerdo,7.5
6677,658709302,2,M,21,6,Preparatoria,5,Sur/Oriente,3,1,2,1,2,2,2,De acuerdo,Ninguna,De acuerdo,Ninguna,Ninguna,Ninguna,7.5
6678,658802102,2,M,64,10,Posgrado,2,Noreste,1,3,1,1,3,1,1,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,8.333333333333334
6679,658905101,2,M,44,6,Preparatoria,1,Noroeste,1,3,2,2,3,3,3,En desacuerdo,Ninguna,Ninguna,En desacuerdo,En desacuerdo,En desacuerdo,6.666666666666666
6680,659004103,1,H,22,8,Licenciatura,2,Noreste,1,2,2,1,3,2,2,Ninguna,Ninguna,De acuerdo,En desacuerdo,Ninguna,Ninguna,7.5
6681,659109102,2,M,32,3,Básica,6,Sur,4,3,1,2,1,3,2,En desacuerdo,De acuerdo,Ninguna,De acuerdo,En desacuerdo,Ninguna,7.5
6682,659206102,2,M,41,3,Básica,3,Bajío,3,3,1,2,2,1,3,En desacuerdo,De acuerdo,Ninguna,Ninguna,De acuerdo,En desacuerdo,7.5
6683,659317102,2,M,50,2,Básica,3,Bajío,3,2,3,3,1,3,3,Ninguna,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,7.083333333333333
6684,659411102,2,M,26,3,Básica,3,Bajío,2,3,3,1,1,2,3,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Ninguna,En desacuerdo,8.75
6685,659512102,2,M,78,3,Básica,1,Noroeste,2,1,2,2,2,1,2,De acuerdo,Ninguna,Ninguna,Ninguna,De acuerdo,Ninguna,7.5
6686,659617103,1,H,20,3,Básica,5,Sur/Oriente,4,2,1,3,2,2,1,Ninguna,De acuerdo,En desacuerdo,Ninguna,Ninguna,De acuerdo,7.083333333333333
6687,659701104,2,M,48,7,Preparatoria,5,Sur/Oriente,2,1,1,1,3,1,3,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,6.666666666666666
6689,659904102,1,H,27,6,Preparatoria,1,Noroeste,1,1,1,1,1,1,1,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,8.333333333333334
6690,660001101,1,H,51,3,Básica,5,Sur/Oriente,2,1,1,1,3,3,3,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,5.833333333333333
6691,660104102,2,M,41,3,Básica,1,Noroeste,1,3,2,2,2,3,2,En desacuerdo,Ninguna,Ninguna,Ninguna,En desacuerdo,Ninguna,7.5
6692,660219101,1,H,52,2,Básica,3,Bajío,3,2,1,3,3,3,3,Ninguna,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,5.416666666666666
6693,660305104,1,H,33,6,Preparatoria,1,Noroeste,1,1,1,3,1,1,2,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Ninguna,7.083333333333333
6694,660401101,2,M,32,8,Licenciatura,3,Bajío,1,3,2,1,1,3,3,En desacuerdo,Ninguna,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,7.916666666666666
6695,660502101,1,H,39,3,Básica,3,Bajío,1,3,1,2,1,1,1,En desacuerdo,De acuerdo,Ninguna,De acuerdo,De acuerdo,De acuerdo,8.75
6696,660604101,1,H,74,3,Básica,5,Sur/Oriente,3,3,1,3,3,3,3,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,5.833333333333333
6697,660705101,2,M,45,2,Básica,3,Bajío,4,2,2,1,3,1,1,Ninguna,Ninguna,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,8.333333333333334
6698,660805101,2,M,50,8,Licenciatura,4,CDMX,1,3,3,1,1,2,3,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Ninguna,En desacuerdo,8.75
6699,660901101,2,M,40,8,Licenciatura,4,CDMX,1,3,2,1,1,2,3,En desacuerdo,Ninguna,De acuerdo,De acuerdo,Ninguna,En desacuerdo,8.333333333333334
6700,661001103,1,H,51,6,Preparatoria,1,Noroeste,1,1,1,3,1,3,1,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,6.666666666666666
6701,661102101,1,H,44,3,Básica,2,Noreste,1,1,1,3,2,2,2,De acuerdo,De acuerdo,En desacuerdo,Ninguna,Ninguna,Ninguna,6.25
6702,661205102,2,M,52,3,Básica,5,Sur/Oriente,2,1,1,1,3,3,3,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,5.833333333333333
6703,661307101,1,H,56,3,Básica,3,Bajío,3,3,2,1,3,3,3,En desacuerdo,Ninguna,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,7.083333333333333
6704,661401101,1,H,54,3,Básica,4,CDMX,1,2,3,2,1,1,1,Ninguna,En desacuerdo,Ninguna,De acuerdo,De acuerdo,De acuerdo,9.166666666666666
6705,661518105,1,H,20,3,Básica,2,Noreste,2,1,1,2,1,2,3,De acuerdo,De acuerdo,Ninguna,De acuerdo,Ninguna,En desacuerdo,6.666666666666666
6706,661605101,2,M,66,2,Básica,1,Noroeste,3,1,1,3,1,3,3,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,5.833333333333333
6707,661704103,2,M,18,6,Preparatoria,6,Sur,3,2,2,1,1,1,1,Ninguna,Ninguna,De acuerdo,De acuerdo,De acuerdo,De acuerdo,9.166666666666666
6708,661816103,2,M,20,6,Preparatoria,5,Sur/Oriente,3,3,1,1,1,1,3,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,8.333333333333334
6709,661902101,2,M,49,6,Preparatoria,5,Sur/Oriente,1,1,1,1,3,1,1,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,7.5
6710,662020101,2,M,66,2,Básica,3,Bajío,4,3,3,2,2,3,3,En desacuerdo,En desacuerdo,Ninguna,Ninguna,En desacuerdo,En desacuerdo,7.5
6711,662102102,1,H,40,6,Preparatoria,4,CDMX,1,3,3,2,2,1,1,En desacuerdo,En desacuerdo,Ninguna,Ninguna,De acuerdo,De acuerdo,9.166666666666666
6712,662213104,1,H,20,8,Licenciatura,1,Noroeste,3,2,1,3,2,2,2,Ninguna,De acuerdo,En desacuerdo,Ninguna,Ninguna,Ninguna,6.666666666666666
6713,662315102,1,H,18,6,Preparatoria,6,Sur,2,3,1,2,2,1,1,En desacuerdo,De acuerdo,Ninguna,Ninguna,De acuerdo,De acuerdo,8.333333333333334
6714,662401105,2,M,69,2,Básica,1,Noroeste,1,2,3,3,3,3,3,Ninguna,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,6.25
6715,662503101,2,M,72,2,Básica,2,Noreste,1,2,2,1,3,3,3,Ninguna,Ninguna,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,6.666666666666666
6716,662603102,2,M,31,8,Licenciatura,6,Sur,1,3,2,1,2,1,2,En desacuerdo,Ninguna,De acuerdo,Ninguna,De acuerdo,Ninguna,8.75
6717,662713102,2,M,20,8,Licenciatura,6,Sur,4,1,1,1,3,1,2,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Ninguna,7.083333333333333
6718,662805101,1,H,51,8,Licenciatura,3,Bajío,1,3,1,2,1,1,1,En desacuerdo,De acuerdo,Ninguna,De acuerdo,De acuerdo,De acuerdo,8.75
6719,662912101,2,M,67,2,Básica,5,Sur/Oriente,3,1,1,1,2,3,1,De acuerdo,De acuerdo,De acuerdo,Ninguna,En desacuerdo,De acuerdo,7.083333333333333
6720,663002102,2,M,22,6,Preparatoria,6,Sur,1,3,2,1,1,1,1,En desacuerdo,Ninguna,De acuerdo,De acuerdo,De acuerdo,De acuerdo,9.583333333333334
6721,663104102,2,M,79,5,Básica,3,Bajío,1,1,1,2,2,1,2,De acuerdo,De acuerdo,Ninguna,Ninguna,De acuerdo,Ninguna,7.083333333333333
6722,663201101,2,M,56,3,Básica,3,Bajío,2,3,2,2,3,2,3,En desacuerdo,Ninguna,Ninguna,En desacuerdo,Ninguna,En desacuerdo,7.083333333333333
6723,663310102,2,M,51,2,Básica,2,Noreste,4,3,2,3,1,2,3,En desacuerdo,Ninguna,En desacuerdo,De acuerdo,Ninguna,En desacuerdo,7.5
6724,663401101,1,H,46,8,Licenciatura,6,Sur,1,1,3,1,3,1,3,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,7.5
6725,663501101,2,M,44,8,Licenciatura,4,CDMX,1,1,1,2,1,2,2,De acuerdo,De acuerdo,Ninguna,De acuerdo,Ninguna,Ninguna,7.083333333333333
6726,663606101,1,H,44,2,Básica,1,Noroeste,4,3,1,3,3,1,3,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,6.666666666666666
6727,663703101,1,H,57,3,Básica,5,Sur/Oriente,1,3,1,1,3,3,3,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,6.666666666666666
6728,663801105,1,H,35,8,Licenciatura,2,Noreste,1,3,2,1,2,1,1,En desacuerdo,Ninguna,De acuerdo,Ninguna,De acuerdo,De acuerdo,9.166666666666666
6729,663905102,1,H,18,6,Preparatoria,3,Bajío,1,2,1,2,1,1,1,Ninguna,De acuerdo,Ninguna,De acuerdo,De acuerdo,De acuerdo,8.333333333333334
6730,664001101,2,M,38,7,Preparatoria,4,CDMX,1,3,1,3,1,2,3,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Ninguna,En desacuerdo,7.083333333333333
6731,664103101,2,M,64,5,Básica,2,Noreste,1,1,2,1,3,3,3,De acuerdo,Ninguna,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,6.25
6732,664201102,2,M,58,8,Licenciatura,3,Bajío,1,3,2,1,2,2,2,En desacuerdo,Ninguna,De acuerdo,Ninguna,Ninguna,Ninguna,8.333333333333334
6733,664305102,2,M,35,3,Básica,1,Noroeste,1,2,1,1,1,1,1,Ninguna,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,8.75
6734,664405104,1,H,34,6,Preparatoria,4,CDMX,1,3,3,1,1,1,1,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,10.0
6735,664509101,1,H,60,2,Básica,3,Bajío,4,1,1,2,3,3,3,De acuerdo,De acuerdo,Ninguna,En desacuerdo,En desacuerdo,En desacuerdo,5.416666666666666
6736,664601101,2,M,40,8,Licenciatura,5,Sur/Oriente,1,1,1,2,2,1,2,De acuerdo,De acuerdo,Ninguna,Ninguna,De acuerdo,Ninguna,7.083333333333333
6737,664702102,1,H,22,6,Preparatoria,1,Noroeste,1,2,2,2,2,2,1,Ninguna,Ninguna,Ninguna,Ninguna,Ninguna,De acuerdo,7.916666666666666
6738,664816102,2,M,58,6,Preparatoria,2,Noreste,2,3,2,2,2,3,3,En desacuerdo,Ninguna,Ninguna,Ninguna,En desacuerdo,En desacuerdo,7.083333333333333
6739,664905103,1,H,24,6,Preparatoria,1,Noroeste,1,2,1,1,1,1,1,Ninguna,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,8.75
6740,665003102,1,H,30,6,Preparatoria,3,Bajío,1,2,3,1,1,1,1,Ninguna,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,9.583333333333334
6741,665120102,2,M,49,10,Posgrado,3,Bajío,3,1,2,1,1,1,1,De acuerdo,Ninguna,De acuerdo,De acuerdo,De acuerdo,De acuerdo,8.75
6742,665212103,1,H,20,6,Preparatoria,5,Sur/Oriente,4,3,1,2,3,1,2,En desacuerdo,De acuerdo,Ninguna,En desacuerdo,De acuerdo,Ninguna,7.5
6743,665301103,2,M,23,8,Licenciatura,3,Bajío,1,2,1,1,1,1,2,Ninguna,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,8.333333333333334
6744,665403102,1,H,82,3,Básica,5,Sur/Oriente,2,3,3,3,1,1,2,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Ninguna,8.75
6745,665505103,2,M,31,6,Preparatoria,3,Bajío,3,2,2,1,2,2,2,Ninguna,Ninguna,De acuerdo,Ninguna,Ninguna,Ninguna,7.916666666666666
6746,665617102,2,M,51,3,Básica,2,Noreste,2,3,1,2,3,2,2,En desacuerdo,De acuerdo,Ninguna,En desacuerdo,Ninguna,Ninguna,7.083333333333333
6747,665705102,2,M,66,8,Licenciatura,4,CDMX,1,2,2,3,3,1,1,Ninguna,Ninguna,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,7.5
6748,665804102,2,M,36,6,Preparatoria,1,Noroeste,1,1,1,2,2,1,1,De acuerdo,De acuerdo,Ninguna,Ninguna,De acuerdo,De acuerdo,7.5
6749,665901101,1,H,27,2,Básica,3,Bajío,4,3,1,3,1,2,1,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Ninguna,De acuerdo,7.916666666666666
